identifier,latitude,longitude,type,nav_type,usage,region
ITEMS,41.006425,-78.28803,WAYPOINT,R,,ENRT
ITEVE,47.035448333333335,-109.17013166666666,WAYPOINT,W,L,ENRT
ITEYA,41.20444166666667,-100.050185,WAYPOINT,C,L,ENRT
ITFEX,35.006505,-78.30742333333333,WAYPOINT,W,,ENRT
ITGAR,48.916821666666664,-117.600925,WAYPOINT,W,,ENRT
ITGIJ,37.822266666666664,-119.36756666666666,WAYPOINT,W,,ENRT
ITGIL,48.9339,-122.42345333333333,WAYPOINT,W,,ENRT
ITGUY,35.22613666666667,-79.70351666666667,WAYPOINT,W,,ENRT
ITHER,61.07463833333333,-149.92112833333334,WAYPOINT,W,,ENRT
ITHIM,33.657001666666666,-101.92393166666666,WAYPOINT,W,,ENRT
ITHOD,63.804075,-169.78475333333333,WAYPOINT,R,L,ENRT
ITIBE,38.25303666666667,-76.45217666666667,WAYPOINT,W,,ENRT
ITIKY,40.42236,-104.62145833333334,WAYPOINT,W,,ENRT
ITIVE,29.788051666666668,-90.07070166666666,WAYPOINT,W,,ENRT
ITIYU,34.62627666666667,-86.67133833333334,WAYPOINT,W,,ENRT
ITJEC,36.004195,-115.13433,WAYPOINT,W,,ENRT
ITKES,29.725621666666665,-98.08559666666666,WAYPOINT,R,,ENRT
ITKIC,61.83974666666667,-166.04048833333334,WAYPOINT,C,L,ENRT
ITMOR,40.592058333333334,-122.05654833333334,WAYPOINT,C,L,ENRT
ITNEW,30.808195,-86.906575,WAYPOINT,R,L,ENRT
ITO,19.719476666666665,-155.00657333333334,VOR_DME,P,,
ITODE,47.62211833333333,-117.6178,WAYPOINT,R,,ENRT
ITOGE,37.772245,-116.76791833333333,WAYPOINT,W,,ENRT
ITONE,47.97023,-114.10130333333333,WAYPOINT,C,,ENRT
ITOTE,38.60901333333333,-78.50090666666667,WAYPOINT,W,,ENRT
ITOVE,34.5558,-98.40146,WAYPOINT,W,,ENRT
ITPEG,42.88966666666666,-80.8565,WAYPOINT,W,,ENRT
ITR,39.241081666666666,-102.28364,NDB,,,
ITROY,35.535635,-97.58676833333334,WAYPOINT,R,,ENRT
ITSEE,43.70620666666667,-70.32279666666666,WAYPOINT,W,,ENRT
ITSME,34.07168,-118.002885,WAYPOINT,R,L,ENRT
ITUBE,43.57067333333333,-88.15054333333333,WAYPOINT,W,,ENRT
ITUCO,32.43833333333333,-109.771,WAYPOINT,W,H,ENRT
ITUDE,34.8195,-98.22483333333334,WAYPOINT,W,,ENRT
ITUHO,70.35406,-150.89095166666667,WAYPOINT,W,,ENRT
ITUME,13.57199,144.90415,WAYPOINT,R,,ENRT
ITUPE,34.12338,-78.15423666666666,WAYPOINT,W,,ENRT
ITUSE,36.388358333333336,-97.89103,WAYPOINT,C,,ENRT
ITUYU,31.022626666666667,-86.67171833333333,WAYPOINT,R,L,ENRT
ITYOJ,34.918308333333336,-85.75541333333334,WAYPOINT,W,,ENRT
IUKKA,30.123313333333332,-96.88833833333334,WAYPOINT,C,,ENRT
IVANN,61.38336833333334,-150.570885,WAYPOINT,C,L,ENRT
IVANS,34.333935,-82.458195,WAYPOINT,C,L,ENRT
IVANZ,30.225366666666666,-81.76867333333334,WAYPOINT,W,,ENRT
IVARE,33.85743333333333,-118.02445333333333,WAYPOINT,W,,ENRT
IVCOB,31.175168333333332,-85.273985,WAYPOINT,R,L,ENRT
IVECU,35.65918333333333,-119.05906833333333,WAYPOINT,R,L,ENRT
IVEHO,40.71872666666667,-97.83461333333334,WAYPOINT,C,L,ENRT
IVERS,61.26853666666667,-150.81823666666668,WAYPOINT,W,,ENRT
IVEYY,37.4345,-114.49,WAYPOINT,W,,ENRT
IVGIF,31.175648333333335,-85.58390666666666,WAYPOINT,R,L,ENRT
IVINS,34.369973333333334,-118.90385833333333,WAYPOINT,W,,ENRT
IVIPY,37.47226666666667,-120.43723333333334,WAYPOINT,W,,ENRT
IVKEF,39.491015,-106.84302666666666,WAYPOINT,R,,ENRT
IVLUH,31.973605,-87.038125,WAYPOINT,R,,ENRT
IVOLY,28.450676666666666,-96.93889166666666,WAYPOINT,C,L,ENRT
IVORY,30.52626,-86.91909166666667,WAYPOINT,C,,ENRT
IVOXE,57.084115,-169.887995,WAYPOINT,R,L,ENRT
IVUPE,39.25002833333333,-123.140155,WAYPOINT,W,,ENRT
IVUXE,58.87515333333333,-162.03954333333334,WAYPOINT,W,,ENRT
IVWEL,34.24109333333333,-88.13674833333333,WAYPOINT,W,,ENRT
IVYIF,33.5182,-87.13650166666666,WAYPOINT,W,,ENRT
IVZAF,33.91896,-86.90617,WAYPOINT,W,,ENRT
IWA,33.301901666666666,-111.65086166666667,VOR_DME,K,,
IWACK,48.92595166666667,-120.83557166666667,WAYPOINT,R,H,ENRT
IWANS,35.75830666666667,-112.67403333333333,WAYPOINT,W,,ENRT
IWANY,48.45303166666667,-122.43350333333333,WAYPOINT,C,L,ENRT
IWCOB,42.92265166666667,-85.69099333333334,WAYPOINT,W,,ENRT
IWD,46.52602,-90.12217666666666,VOR_DME,K,,
IWDEG,30.269806666666668,-90.15581833333333,WAYPOINT,W,,ENRT
IWDIY,43.617351666666664,-72.97198833333333,WAYPOINT,W,,ENRT
IWERE,30.175451666666667,-85.71849666666667,WAYPOINT,R,,ENRT
IWFIM,34.60108833333334,-87.42439166666666,WAYPOINT,W,,ENRT
IWIBY,34.507685,-85.65092666666666,WAYPOINT,W,,ENRT
IWMUD,33.635775,-118.07192333333333,WAYPOINT,W,,ENRT
IWNOP,35.50546666666666,-86.19033166666667,WAYPOINT,W,,ENRT
IWOHI,21.359536666666667,-157.85571333333334,WAYPOINT,R,,ENRT
IWOVA,34.12516,-118.15866,WAYPOINT,W,,ENRT
IWURA,27.957575,-98.85794833333334,WAYPOINT,W,,ENRT
IWYES,46.838591666666666,-92.23398333333333,WAYPOINT,R,,ENRT
IXDEB,36.625955,-119.570365,WAYPOINT,R,,ENRT
IXDIL,33.53387,-91.17363833333333,WAYPOINT,W,L,ENRT
IXDUB,41.58752,-82.86773333333333,WAYPOINT,W,,ENRT
IXENE,28.237091666666668,-100.03872333333334,WAYPOINT,W,,ENRT
IXEYA,35.291956666666664,-94.15115,WAYPOINT,R,L,ENRT
IXHAF,29.922026666666667,-98.18595666666667,WAYPOINT,W,,ENRT
IXIME,29.690438333333333,-82.43379333333333,WAYPOINT,W,,ENRT
IXNEL,35.51939,-94.25255,WAYPOINT,R,L,ENRT
IXODE,33.985645,-98.4519,WAYPOINT,R,,ENRT
IXOME,30.456918333333334,-86.51918666666667,WAYPOINT,R,,ENRT
IXOPE,44.942146666666666,-72.20587666666667,WAYPOINT,W,,ENRT
IXOQY,41.592145,-83.77341,WAYPOINT,R,,ENRT
IXPUK,36.258225,-93.90985833333333,WAYPOINT,W,,ENRT
IXTAT,39.13833666666667,-89.35227833333333,WAYPOINT,W,,ENRT
IXUFO,36.091168333333336,-94.02541333333333,WAYPOINT,W,,ENRT
IXULY,41.583756666666666,-82.85279,WAYPOINT,W,,ENRT
IXUME,35.49166666666667,-75.17583333333333,WAYPOINT,W,,ENRT
IXUVE,42.318155,-114.54293666666666,WAYPOINT,R,L,ENRT
IXVAV,41.60167666666667,-82.67031,WAYPOINT,W,,ENRT
IXYIS,36.324371666666664,-90.852955,WAYPOINT,W,,ENRT
IY,43.13368333333333,-92.72358166666666,NDB,,,
IYABU,39.25526333333333,-123.27046166666666,WAYPOINT,W,,ENRT
IYACY,35.873495,-90.98653833333333,WAYPOINT,W,,ENRT
IYEKA,41.170645,-85.00164333333333,WAYPOINT,W,,ENRT
IYELE,40.341498333333334,-119.75877166666666,WAYPOINT,W,,ENRT
IYGAF,37.07104,-85.17603166666666,WAYPOINT,W,,ENRT
IYHUD,34.517451666666666,-77.80338833333333,WAYPOINT,W,,ENRT
IYICO,40.541355,-79.787935,WAYPOINT,W,,ENRT
IYLGO,42.775373333333334,-84.66821833333333,WAYPOINT,W,,ENRT
IYOCO,39.017968333333336,-94.31801666666667,WAYPOINT,R,L,ENRT
IYODO,44.121765,-103.07388166666667,WAYPOINT,R,,ENRT
IYOGO,36.059505,-90.50240166666667,WAYPOINT,W,,ENRT
IYONU,32.28686666666667,-82.7393,WAYPOINT,C,L,ENRT
IYOPE,31.990008333333332,-81.02171333333334,WAYPOINT,R,,ENRT
IYPUN,39.706826666666664,-119.87269333333333,WAYPOINT,W,,ENRT
IYTEL,34.15405833333333,-91.80444833333334,WAYPOINT,R,L,ENRT
IYUGE,38.883475,-84.54159333333334,WAYPOINT,W,,ENRT
IYUNE,34.19175833333333,-92.07201833333333,WAYPOINT,R,L,ENRT
IYURE,30.584608333333332,-89.653475,WAYPOINT,W,,ENRT
IYUWI,56.82358833333333,-159.206655,WAYPOINT,R,L,ENRT
IYXAV,36.092435,-94.15212333333334,WAYPOINT,W,,ENRT
IYXIH,36.384145,-94.18972333333333,WAYPOINT,W,,ENRT
IYXUN,40.62107833333334,-96.75792166666666,WAYPOINT,R,,ENRT
IZAAC,33.45831166666667,-90.27295833333334,WAYPOINT,W,B,ENRT
IZABI,41.388668333333335,-82.83473,WAYPOINT,W,,ENRT
IZEKO,40.85334833333334,-74.056465,WAYPOINT,W,,ENRT
IZFEV,46.35478833333333,-119.15573166666667,WAYPOINT,W,,ENRT
IZIMY,41.454768333333334,-73.853575,WAYPOINT,W,,ENRT
IZMIR,31.540438333333334,-109.42251666666667,WAYPOINT,R,L,ENRT
IZORO,31.507163333333335,-98.01761833333333,WAYPOINT,C,,ENRT
IZOSI,31.552706666666666,-109.76987833333334,WAYPOINT,R,L,ENRT
IZOZI,28.583563333333334,-81.22568166666667,WAYPOINT,W,,ENRT
IZTIR,33.73586,-111.12343666666666,WAYPOINT,C,L,ENRT
IZUDU,60.70706666666667,-161.85108,WAYPOINT,W,,ENRT
IZUTU,32.30692,-111.35461166666667,WAYPOINT,W,,ENRT
IZZEE,40.93824,-77.52411833333333,WAYPOINT,W,,ENRT
IZZIY,20.683333333333334,-158.0225,WAYPOINT,W,,ENRT
IZZYY,33.09075,-106.25780666666667,WAYPOINT,W,,ENRT
IZZZO,33.451655,-112.800025,WAYPOINT,W,,ENRT
IZZZY,27.78729,-82.53428166666667,WAYPOINT,W,,ENRT
JA,30.459025,-81.80098833333334,NDB,,,
JAAAE,32.339166666666664,-88.87183333333333,WAYPOINT,W,,ENRT
JAADA,29.417926666666666,-95.18762666666667,WAYPOINT,W,,ENRT
JAAEF,39.68798833333334,-104.71918666666667,WAYPOINT,W,,ENRT
JAAJA,42.666666666666664,-81.26666666666667,WAYPOINT,W,,ENRT
JAAKS,33.254821666666665,-105.70784,WAYPOINT,R,,ENRT
JAAMS,35.73634166666667,-77.5236,WAYPOINT,W,H,ENRT
JAAPE,34.33877666666667,-119.684605,WAYPOINT,W,,ENRT
JAARE,35.736625,-83.53829333333333,WAYPOINT,W,H,ENRT
JAAVE,39.837648333333334,-88.25283333333333,WAYPOINT,W,H,ENRT
JAAWS,18.973671666666668,-66.53773166666667,WAYPOINT,R,B,ENRT
JAAWY,38.258008333333336,-74.87115,WAYPOINT,W,,ENRT
JAAYE,29.857333333333333,-94.31966666666666,WAYPOINT,W,,ENRT
JAAYJ,39.607661666666665,-106.96852833333334,WAYPOINT,W,,ENRT
JABAB,32.655276666666666,-97.43898166666666,WAYPOINT,R,,ENRT
JABAG,43.706315000000004,-70.25675666666666,WAYPOINT,W,,ENRT
JABAM,39.40772166666667,-74.45991333333333,WAYPOINT,W,,ENRT
JABAP,53.96968833333333,-166.54205333333334,WAYPOINT,R,,ENRT
JABDO,35.73862833333333,-96.44288833333333,WAYPOINT,C,L,ENRT
JABED,40.023853333333335,-104.62568166666667,WAYPOINT,W,,ENRT
JABEE,7.869,152.92083333333332,WAYPOINT,W,,ENRT
JABGO,34.09066,-118.86964166666667,WAYPOINT,W,,ENRT
JABIM,37.96919666666667,-118.60131666666666,WAYPOINT,R,L,ENRT
JABIN,30.191663333333334,-83.00356333333333,WAYPOINT,W,,ENRT
JABLI,34.755781666666664,-99.25577166666666,WAYPOINT,C,,ENRT
JABMO,41.25111,-96.12163333333334,WAYPOINT,R,,ENRT
JABNU,40.20568,-102.44208166666667,WAYPOINT,W,,ENRT
JABON,38.117736666666666,-122.124655,WAYPOINT,R,,ENRT
JABOR,30.80866333333333,-81.08952166666667,WAYPOINT,W,,ENRT
JABOT,44.31858666666667,-121.03807333333333,WAYPOINT,R,L,ENRT
JABOX,24.167036666666668,-82.32196,WAYPOINT,W,,ENRT
JABRR,39.43407666666667,-77.059595,WAYPOINT,W,,ENRT
JABTA,30.466921666666668,-86.50532166666666,WAYPOINT,R,,ENRT
JABTO,32.40343333333333,-80.792065,WAYPOINT,R,,ENRT
JABTU,39.57265666666667,-88.88972333333334,WAYPOINT,R,,ENRT
JABUP,36.672045,-75.90185333333334,WAYPOINT,R,,ENRT
JABUX,29.222525,-89.358395,WAYPOINT,W,,ENRT
JAC,43.61929,-110.72567833333333,VOR_DME,K,,
JACCK,37.38539,-93.70504333333334,WAYPOINT,R,L,ENRT
JACET,33.49023666666667,-82.104635,WAYPOINT,W,L,ENRT
JACHR,30.735515,-100.55365166666667,WAYPOINT,W,,ENRT
JACKE,32.72499,-80.27492666666667,WAYPOINT,C,L,ENRT
JACKS,42.192645,-114.589705,WAYPOINT,R,L,ENRT
JACOB,38.768555,-89.684705,WAYPOINT,C,L,ENRT
JACOX,36.25888333333333,-98.81879666666667,WAYPOINT,R,,ENRT
JADAD,36.935696666666665,-76.068315,WAYPOINT,R,,ENRT
JADAL,39.03602,-84.35535166666666,WAYPOINT,W,,ENRT
JADAR,56.658251666666665,-132.75659666666667,WAYPOINT,W,,ENRT
JADAT,39.23661,-84.38404333333334,WAYPOINT,R,,ENRT
JADBI,38.86935833333333,-83.484145,WAYPOINT,W,,ENRT
JADBO,32.802753333333335,-96.720195,WAYPOINT,W,,ENRT
JADDE,40.508833333333335,-115.868,WAYPOINT,W,,ENRT
JADEE,36.55873666666667,-78.16966333333333,WAYPOINT,R,H,ENRT
JADEG,34.92017833333333,-76.85415333333333,WAYPOINT,R,,ENRT
JADEN,30.700226666666666,-87.05038166666667,WAYPOINT,R,,ENRT
JADIK,36.25439,-93.106375,WAYPOINT,W,,ENRT
JADIL,35.19011833333333,-103.22636,WAYPOINT,C,L,ENRT
JADKA,13.470745,145.0433,WAYPOINT,W,,ENRT
JADLA,34.90143333333333,-82.91673833333333,WAYPOINT,W,,ENRT
JADMI,34.66705,-77.48943666666666,WAYPOINT,W,,ENRT
JADOB,41.60597166666667,-102.52529166666666,WAYPOINT,C,L,ENRT
JADPI,53.93615333333333,-166.53667666666666,WAYPOINT,R,,ENRT
JADPU,38.06764666666667,-116.92053166666666,WAYPOINT,C,,ENRT
JADRO,39.10409666666666,-85.02182833333333,WAYPOINT,C,L,ENRT
JADSA,58.88857,-161.907615,WAYPOINT,W,,ENRT
JADUB,40.024495,-85.33941,WAYPOINT,W,,ENRT
JADUP,42.73866666666667,-113.70253666666666,WAYPOINT,W,L,ENRT
JADUS,27.858855,-98.63651666666667,WAYPOINT,W,,ENRT
JADVO,33.95791666666667,-80.47241333333334,WAYPOINT,R,,ENRT
JAEBE,30.942063333333333,-83.18801666666667,WAYPOINT,C,,ENRT
JAEFF,40.01770333333333,-76.80836,WAYPOINT,W,,ENRT
JAFAR,28.985500000000002,-82.0415,WAYPOINT,W,,ENRT
JAFEE,30.609965,-98.35406,WAYPOINT,W,,ENRT
JAFFU,36.825388333333336,-113.58919333333333,WAYPOINT,W,,ENRT
JAFFY,40.887346666666666,-73.121365,WAYPOINT,R,L,ENRT
JAFMO,56.48962,-132.392105,WAYPOINT,W,,ENRT
JAGAD,43.57331,-71.4838,WAYPOINT,W,,ENRT
JAGAG,38.04291666666666,-78.492615,WAYPOINT,W,,ENRT
JAGAK,40.1907,-109.85275833333333,WAYPOINT,W,,ENRT
JAGAP,32.62614166666667,-80.868405,WAYPOINT,R,,ENRT
JAGAX,36.075853333333335,-95.75491,WAYPOINT,R,,ENRT
JAGEK,43.438491666666664,-96.79234,WAYPOINT,W,,ENRT
JAGEM,36.52652333333333,-77.559425,WAYPOINT,W,,ENRT
JAGER,39.98479,-87.822835,WAYPOINT,C,L,ENRT
JAGEV,35.02540166666667,-83.33808166666667,WAYPOINT,W,,ENRT
JAGGI,39.085035,-91.93849333333333,WAYPOINT,R,L,ENRT
JAGGO,7.023186666666667,158.37356666666668,WAYPOINT,W,,ENRT
JAGGS,36.35055833333333,-97.42061833333334,WAYPOINT,R,,ENRT
JAGGU,64.74006166666666,-157.706125,WAYPOINT,C,L,ENRT
JAGGZ,30.270605,-81.25858166666667,WAYPOINT,W,,ENRT
JAGID,32.74104333333333,-98.22199666666667,WAYPOINT,W,,ENRT
JAGIN,30.083981666666666,-87.03377833333333,WAYPOINT,R,,ENRT
JAGIT,60.955733333333335,-141.0,WAYPOINT,W,,ENRT
JAGMA,65.2862,-167.50931,WAYPOINT,W,,ENRT
JAGNI,36.950606666666665,-75.88489166666666,WAYPOINT,W,,ENRT
JAGOR,24.671966666666666,-77.734415,WAYPOINT,W,B,ENRT
JAGOS,33.65879666666667,-81.90210666666667,WAYPOINT,W,,ENRT
JAGOT,38.24093,-76.30047,WAYPOINT,R,,ENRT
JAGRI,41.370765,-81.53809166666667,WAYPOINT,W,,ENRT
JAGSA,32.036515,-108.10219833333333,WAYPOINT,W,,ENRT
JAGSI,34.524658333333335,-117.38647666666667,WAYPOINT,R,,ENRT
JAGSO,44.12154,-100.03859333333334,WAYPOINT,C,L,ENRT
JAGTO,27.856746666666666,-97.40899166666667,WAYPOINT,R,,ENRT
JAGUG,34.709783333333334,-99.27096166666666,WAYPOINT,R,,ENRT
JAGWA,37.32483333333333,-120.63633333333334,WAYPOINT,W,H,ENRT
JAHEJ,34.903331666666666,-92.333795,WAYPOINT,W,,ENRT
JAIKE,39.78579333333333,-75.604255,WAYPOINT,W,,ENRT
JAILA,57.03742666666667,-135.342755,WAYPOINT,W,,ENRT
JAILS,32.307745,-87.59039833333334,WAYPOINT,W,,ENRT
JAIME,44.41786166666667,-122.60466833333334,WAYPOINT,C,L,ENRT
JAINN,29.935018333333332,-89.83647,WAYPOINT,R,,ENRT
JAINS,31.353341666666665,-77.00002166666667,WAYPOINT,W,B,ENRT
JAIOH,34.42355833333333,-119.82058333333333,WAYPOINT,W,,ENRT
JAJAY,40.73387666666667,-116.82213333333334,WAYPOINT,W,H,ENRT
JAKAB,64.836395,-147.48932333333335,WAYPOINT,W,,ENRT
JAKAD,33.65652333333333,-88.45904166666666,WAYPOINT,W,,ENRT
JAKAR,30.676168333333333,-83.19212166666667,WAYPOINT,W,,ENRT
JAKDA,41.826031666666665,-89.52420833333333,WAYPOINT,W,,ENRT
JAKDI,43.01725,-97.14084833333334,WAYPOINT,C,L,ENRT
JAKEG,52.70249833333333,174.153075,WAYPOINT,R,,ENRT
JAKEL,26.809735,-79.10464333333333,WAYPOINT,C,B,ENRT
JAKES,42.840118333333336,-85.820465,WAYPOINT,C,,ENRT
JAKEY,44.53333333333333,-84.32333333333334,WAYPOINT,W,,ENRT
JAKIE,38.42586,-84.15182666666666,WAYPOINT,C,,ENRT
JAKKS,40.158541666666665,-86.87174,WAYPOINT,C,L,ENRT
JAKKY,32.88604333333333,-105.00220333333333,WAYPOINT,C,L,ENRT
JAKMU,61.105875,-149.852105,WAYPOINT,W,,ENRT
JAKOM,38.80695333333333,-83.023565,WAYPOINT,W,,ENRT
JAKRI,30.22101333333333,-89.02083166666667,WAYPOINT,R,,ENRT
JAKRO,31.359683333333333,-89.472045,WAYPOINT,W,,ENRT
JAKSN,47.88520166666667,-121.70223,WAYPOINT,R,,ENRT
JAKTZ,39.58794666666667,-83.41841833333334,WAYPOINT,W,,ENRT
JAKUD,56.80572166666666,-132.90244666666666,WAYPOINT,W,,ENRT
JAKYO,42.92026166666667,-89.35493333333334,WAYPOINT,W,,ENRT
JALAD,36.00805,-78.922585,WAYPOINT,W,,ENRT
JALBA,37.524903333333334,-78.467035,WAYPOINT,W,,ENRT
JALBI,40.00506333333333,-83.10028833333334,WAYPOINT,W,,ENRT
JALDI,38.63757833333333,-78.47305333333334,WAYPOINT,W,,ENRT
JALEB,32.133403333333334,-104.43513333333334,WAYPOINT,R,L,ENRT
JALGA,32.55553,-83.52022333333333,WAYPOINT,W,,ENRT
JALGU,35.24098333333333,-94.56929333333333,WAYPOINT,R,,ENRT
JALIG,36.20779666666667,-121.12037,WAYPOINT,W,,ENRT
JALIK,42.67429666666666,-113.45505833333333,WAYPOINT,C,L,ENRT
JALIT,35.55592166666667,-81.88621,WAYPOINT,R,,ENRT
JALMA,36.555753333333335,-112.19330833333333,WAYPOINT,C,L,ENRT
JALOB,13.524313333333334,144.84140833333333,WAYPOINT,R,,ENRT
JALSA,42.62428666666667,-83.21914166666667,WAYPOINT,W,,ENRT
JALTU,37.022695,-121.55801,WAYPOINT,W,,ENRT
JALUP,44.92171833333333,-123.02041833333334,WAYPOINT,W,,ENRT
JALVO,32.720128333333335,-85.05842,WAYPOINT,C,L,ENRT
JAMAB,40.70243,-80.15476,WAYPOINT,W,,ENRT
JAMAK,32.888165,-97.43745166666666,WAYPOINT,W,,ENRT
JAMAR,7.752833333333333,154.43516666666667,WAYPOINT,W,,ENRT
JAMAS,25.943115,-81.118775,WAYPOINT,W,,ENRT
JAMAV,39.05956666666667,-123.071365,WAYPOINT,W,,ENRT
JAMAX,26.700716666666665,-78.78645,WAYPOINT,C,B,ENRT
JAMBI,34.34043,-103.359075,WAYPOINT,C,,ENRT
JAMCA,40.48397333333333,-73.657535,WAYPOINT,R,,ENRT
JAMDO,36.23884,-94.285025,WAYPOINT,R,L,ENRT
JAMEE,33.30575666666667,-106.03953666666666,WAYPOINT,R,,ENRT
JAMEG,43.25406666666667,-123.35265833333334,WAYPOINT,W,,ENRT
JAMER,29.640863333333332,-98.33881166666667,WAYPOINT,R,,ENRT
JAMEY,37.293175,-97.38934333333333,WAYPOINT,R,B,ENRT
JAMIE,37.60343,-75.958135,WAYPOINT,C,B,ENRT
JAMIN,37.85283166666667,-122.668675,WAYPOINT,W,L,ENRT
JAMIS,41.18489666666667,-93.471925,WAYPOINT,R,,ENRT
JAMIT,29.451203333333332,-100.883385,WAYPOINT,R,,ENRT
JAMIX,18.154721666666667,-65.68597666666666,WAYPOINT,W,,ENRT
JAMIZ,30.224485,-83.32129666666667,WAYPOINT,W,H,ENRT
JAMJU,41.21682,-83.22077166666666,WAYPOINT,W,,ENRT
JAMLI,33.889631666666666,-117.840235,WAYPOINT,W,,ENRT
JAMMA,43.268645,-72.585105,WAYPOINT,W,L,ENRT
JAMMD,36.002631666666666,-115.32445333333334,WAYPOINT,W,,ENRT
JAMMI,24.841833333333334,-81.44183333333334,WAYPOINT,W,,ENRT
JAMMM,64.85494333333334,-147.271155,WAYPOINT,W,,ENRT
JAMMR,33.225948333333335,-86.938725,WAYPOINT,C,,ENRT
JAMMS,41.78526,-91.26741,WAYPOINT,R,,ENRT
JAMMZ,34.58813333333333,-99.74155166666667,WAYPOINT,R,L,ENRT
JAMOB,58.354758333333336,-134.59186833333334,WAYPOINT,W,,ENRT
JAMOD,39.056061666666665,-75.34063,WAYPOINT,W,,ENRT
JAMOL,29.867786666666667,-90.15251833333333,WAYPOINT,W,,ENRT
JAMOM,41.453268333333334,-81.66955333333334,WAYPOINT,W,,ENRT
JAMOS,42.324038333333334,-71.108625,WAYPOINT,W,,ENRT
JAMOX,39.70645,-81.85735333333334,WAYPOINT,C,H,ENRT
JAMPA,58.36879166666667,-134.68491333333333,WAYPOINT,W,,ENRT
JAMPU,39.97405833333333,-75.186895,WAYPOINT,W,,ENRT
JAMRA,39.78458,-76.791335,WAYPOINT,W,,ENRT
JAMRI,44.269485,-123.70464,WAYPOINT,W,,ENRT
JAMRR,32.400711666666666,-111.13611666666667,WAYPOINT,W,,ENRT
JAMSA,44.020898333333335,-72.65327333333333,WAYPOINT,W,,ENRT
JAMSO,39.22255333333333,-83.59158166666667,WAYPOINT,W,,ENRT
JAMTA,33.10691166666667,-82.0045,WAYPOINT,W,L,ENRT
JAMTI,41.056605,-92.98622833333333,WAYPOINT,W,,ENRT
JAMUD,33.70243333333333,-85.60226666666667,WAYPOINT,C,L,ENRT
JAMUP,31.220833333333335,-85.81736666666667,WAYPOINT,W,,ENRT
JAMUX,33.65676166666667,-88.45420666666666,WAYPOINT,R,,ENRT
JAMVO,33.850885,-88.27171666666666,WAYPOINT,R,,ENRT
JAMZE,58.350336666666664,-134.54016333333334,WAYPOINT,W,,ENRT
JANAD,33.9835,-115.60083333333333,WAYPOINT,W,,ENRT
JANAS,44.288938333333334,-124.08570833333333,WAYPOINT,C,L,ENRT
JANAT,40.607105,-78.33735666666666,WAYPOINT,W,,ENRT
JANAV,37.900775,-116.83435833333333,WAYPOINT,C,,ENRT
JANEP,41.50893333333333,-81.81726166666667,WAYPOINT,W,,ENRT
JANER,18.519216666666665,-64.80994166666666,WAYPOINT,R,,ENRT
JANES,31.759525,-88.43434666666667,WAYPOINT,W,L,ENRT
JANET,36.9215,-74.7505,WAYPOINT,W,,ENRT
JANGL,27.750066666666665,-81.15650666666667,WAYPOINT,R,,ENRT
JANHO,33.68356166666667,-88.48374,WAYPOINT,R,,ENRT
JANIE,31.855655,-81.290765,WAYPOINT,C,L,ENRT
JANIN,42.936571666666666,-112.97433333333333,WAYPOINT,C,L,ENRT
JANKA,24.640516666666667,-81.25741166666667,WAYPOINT,C,L,ENRT
JANKO,42.18411833333333,-87.68660333333334,WAYPOINT,W,,ENRT
JANKS,29.70806,-95.53510833333333,WAYPOINT,W,,ENRT
JANLO,41.48356,-81.50916666666667,WAYPOINT,W,,ENRT
JANMA,20.536916666666666,-67.17310333333333,WAYPOINT,W,B,ENRT
JANNA,39.5388,-72.27136166666666,WAYPOINT,R,,ENRT
JANNE,47.657221666666665,-122.50960333333333,WAYPOINT,W,,ENRT
JANNT,52.069646666666664,-178.256205,WAYPOINT,W,L,ENRT
JANNY,34.55974333333333,-118.35373166666666,WAYPOINT,C,,ENRT
JANOR,33.68921666666667,-88.49150833333333,WAYPOINT,W,,ENRT
JANOS,29.471583333333335,-98.621925,WAYPOINT,R,,ENRT
JANOT,29.51878,-95.69140833333333,WAYPOINT,W,,ENRT
JANOV,39.77406166666667,-74.64046166666667,WAYPOINT,R,,ENRT
JANSA,39.55656833333333,-93.12180666666667,WAYPOINT,W,,ENRT
JANTA,39.45218833333333,-84.40218166666666,WAYPOINT,W,,ENRT
JANTI,41.22255166666667,-80.42046166666667,WAYPOINT,W,,ENRT
JANUR,41.423965,-101.93859666666667,WAYPOINT,C,L,ENRT
JANUS,26.089801666666666,-79.63344,WAYPOINT,C,B,ENRT
JANYS,39.77332333333333,-82.00518,WAYPOINT,W,,ENRT
JANYY,37.55409,-122.1744,WAYPOINT,W,,ENRT
JAPAM,33.27325166666667,-86.87185,WAYPOINT,C,L,ENRT
JAPAP,33.459935,-117.17557,WAYPOINT,R,,ENRT
JAPDU,40.159126666666666,-74.14020166666667,WAYPOINT,W,,ENRT
JAPEK,28.121768333333332,-80.65256166666667,WAYPOINT,R,,ENRT
JAPEN,40.221376666666664,-75.28664,WAYPOINT,W,,ENRT
JAPER,45.658705,-110.98650666666667,WAYPOINT,C,H,ENRT
JAPGU,44.070236666666666,-102.98849333333334,WAYPOINT,R,,ENRT
JAPIT,28.455496666666665,-80.55259166666667,WAYPOINT,W,,ENRT
JAPKI,68.50244,-164.25367333333332,WAYPOINT,W,L,ENRT
JAPOK,38.20849666666667,-81.47353333333334,WAYPOINT,W,,ENRT
JAPOR,58.75754833333333,-135.15147333333334,WAYPOINT,W,L,ENRT
